Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
Hub,101,Aeropure Stylus Pen,"For the ultimate promo pen package, look no further. The Aeropure features a
citrus-scented antibacterial sanitizer spray with 62% alcohol and functional
stylus to allow you to operate touch screens hands-free and clean your hands
when you must touch a surface. With a large imprint space front and center, your
brand is sure to stand out. Pen is operated by a twist-action retraction and
comes through the stylus tip when extended.
Hub,339,Javalina™ Spring Stylus Pen,"Newest addition to the original Javalina Stylus line. Six vivid metallic colors
with matching colored stylus. Guaranteed ultrasmooth writing cartridge.
Patent: US Pat. 8,847,930 & 9,092,077
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.75"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=339/]
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,250,499,0.94,A,500,999,0.89,A,1000,4999,0.82,A,5000,10000,0.77,A
Hub,339BLUE/BLK,Indigo Blue with Black Ink,Indigo Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339BLUE/BLUE,Indigo Blue with Blue Ink (Default),Indigo Blue with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,339CHA/BLK,Champagne with Black Ink,Champagne with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339CHA/BLUE,Champagne with Blue Ink (Default),Champagne with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,339LIME/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339LIME/BLUE,Lime Green with Blue Ink (Default),Lime Green with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,339ORA/BLK,Burnt Orange with Black Ink,Burnt Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339ORA/BLUE,Burnt Orange with Blue Ink (Default),Burnt Orange with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,339PUR/BLK,Purple with Black Ink,Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339PUR/BLUE,Purple with Blue Ink (Default),Purple with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,339RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,339RED/BLUE,Garnet Red with Blue Ink (Default),Garnet Red with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,342,Providence Pen,"Solid and strong push action retractable ballpoint pen in executive metallic
colors with silver accents. Black rubber comfort grip for writing ease.
Guaranteed ultrasmooth writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=342/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.84,A,500,999,0.79,A,1000,4999,0.75,A,5000,10000,0.69,A
Hub,342BLUE/BLK,Indigo Blue with Black Ink,Indigo Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,342GRN/BLK,Forest Green with Black Ink,Forest Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,342SIL/BLK,Brushed Silver with Black Ink,Brushed Silver with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,344,Javalina Pure Stylus Pen,"With more uses, comes more handling. The Javalina Pure Stylus offers a no-touch
experience, with an EPA registered antimicrobial additive coated onto the pen's
plastic components, suppressing the growth of bacteria on the pen to keep your
workspace cleaner. Plus, the shimmering jewel-tone colors will make your brand
really shine.
Patent: US Pat. 8,847,930 & 9,092,077
Material: ABS Plastic with Sanitize® antimicrobial agent
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk screen: 1.5"" W x 0.75"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Tip Type: Ball Point
Mechanism: Click Extend
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=344/]
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, light, dark, tradeshow,
trade, show, desk, office, multi-function, college, grade, writing, merchandise,
study, high school",,,,,250,499,0.9,A,500,999,0.85,A,1000,4999,0.81,A,5000,10000,0.77,A
Hub,344BLUE/BLK,Coastal Blue,Coastal Blue,,0,,,,,,,,,,,,,,,,,,,,
Hub,344LIME/BLK,Metallic Lime with Black Ink,Metallic Lime with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,344PUR/BLK,Iris Purple with Black Ink,Iris Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,344ROSE/BLK,Metallic Rose with Black Ink,Metallic Rose with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,344SLA/BLK,Slate with Black Ink,Slate with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,344TEAL/BLK,Miami Teal with Black Ink,Miami Teal with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,349,Cappuccino Pen,"Vibrant,earthy metallics team with bold chrome for executive pen style at a
plastic pen price. Shiny chrome accents add to the rich look and frame your
imprint in style. Textured no-slip rubber grip and smooth writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.36"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=349/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,1.21,A,500,999,1.13,A,1000,4999,1.06,A,5000,10000,0.96,A
Hub,349BLUE/BLK,Midnight Blue with Black Ink,Midnight Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,349BURG/BLK,Burgundy with Black Ink,Burgundy with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,349GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,349SIL/BLK,Pewter with Black Ink,Pewter with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,351,Nitrous Stylus Pen,"A high tech upgrade to our ultramodern pen. Sleek metallic barrels with
futuristic accents and a handy stylus tip. Stylus is designed for increased
connectivity with touchscreen devices. Deeply grooved grip and smooth blue
writing ink.
Patent: US Pat. 8,847,930 & 9,092,077
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 2"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,250,499,1.04,A,500,999,0.96,A,1000,4999,0.89,A,5000,10000,0.82,A
Hub,351BLK/BLUE,Metallic Black with Blue Ink,Metallic Black with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,351BLUE/BLUE,Indigo Blue with Blue Ink,Indigo Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,351GRN/BLUE,Emerald Green with Blue Ink,Emerald Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,351PEW/BLUE,Pewter with Blue Ink,Pewter with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,351RED/BLUE,Garnet Red with Blue Ink,Garnet Red with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,352,Nitrous™ Pen,"Sleek metallic barrels and futuristic accents give ultra-modern appeal. Strong
retraction pushes chrome clip through wraparound trim. Deeply grooved grip and
smooth black ink for writing comfort
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 2"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.94,A,500,999,0.86,A,1000,4999,0.79,A,5000,10000,0.71,A
Hub,352BLK/BLK,Metallic Black with Black Ink,Metallic Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,352BLUE/BLK,Indigo Blue with Black Ink,Indigo Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,352GRN/BLK,Emerald Green with Black Ink,Emerald Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,352PEW/BLK,Pewter with Black Ink,Pewter with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,352RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,353,Tryit™ Bright Pen,"Vibrant translucent barrels in eye-catching brights. Hourglass barrel and ribbed
grip for writing comfort. Unique clip activated retraction. “HUB"" branded clip
and smooth blue writing ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=353/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,500,999,0.57,A,1000,2499,0.5,A,2500,4999,0.43,A,5000,10000,0.36,A
Hub,353GRN/BLUE,Translucent Green with Blue Ink,Translucent Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,353ORA/BLUE,Translucent Orange with Blue Ink,Translucent Orange with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,353PINK/BLUE,Translucent Pink with Blue Ink,Translucent Pink with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,353TEAL/BLUE,Translucent Turquoise with Blue Ink,Translucent Turquoise with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,354,Tryit™ Pen,"Sparkling translucent barrels and trim. Hourglass barrel and ribbed grip for
writing comfort. Unique clip activated retraction. ""HUB"" branded clip and smooth
writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=354/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,500,999,0.57,A,1000,2499,0.5,A,2500,4999,0.43,A,5000,10000,0.36,A
Hub,354BLUE/BLK,Translucent Blue with Black Ink,Translucent Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,354GRN/BLK,Translucent Green with Black Ink,Translucent Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,354PUR/BLK,Translucent Purple with Black Ink,Translucent Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,354RED/BLK,Translucent Red with Black Ink,Translucent Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,356,"Hulo™ Pen (Pat #D712,480)","Fun sorbet colors contrest with white and chrome trim. Jumbo barrel and raised
white dot grip for writing comfort. Strong click retraction and smooth writing
black ink. Patent number D712,480.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 2"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=356/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.77,A,500,999,0.71,A,1000,4999,0.67,A,5000,10000,0.61,A
Hub,356BLUE/BLK,Light Blue with Black Ink,Light Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,356LIME/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,356ORA/BLK,Orange with Black Ink,Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,356PINK/BLK,Berry Pink with Black Ink,Berry Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,356YEL/BLK,Yellow with Black Ink,Yellow with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,357,Fiji™ Chrome Stylus Pen,"Brushed silver barrels with chrome and jewel tone trim give this pen high end
looks. Handy stylus on click button is designed for increased connectivity.
Ridged jumbo grip and supersmooth black ink provides effortless writing comfort.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.36"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,250,499,1.24,A,500,999,1.13,A,1000,4999,1.04,A,5000,10000,0.96,A
Hub,357BLK/BLK,Metallic Black with Black Ink,Metallic Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,357BLUE/BLK,Sapphire Blue with Black Ink,Sapphire Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,357GRN/BLK,Emerald Green with Black Ink,Emerald Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,357PUR/BLK,Regal Purple with Black Ink,Regal Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,357RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,358,Calypso Pen,"Hot, attention-grabbing colors contrast with contoured black grip and clip.
Bright chrome accents add visual interest. Supersmooth writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.79,A,500,999,0.75,A,1000,4999,0.69,A,5000,10000,0.59,A
Hub,358BLUE/BLK,Cobalt Blue with Black Ink,Cobalt Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,358GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,358ORA/BLK,Bright Orange with Black Ink,Bright Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,358PINK/BLK,Hot Pink with Black Ink,Hot Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,358YEL/BLK,Neon Yellow with Black Ink,Neon Yellow with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359,Fiji™ Pen,"Contemporary style in shimmering tropical colors. Jumbo barrel and ribbed grip
for writing comfort. Supersmooth writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.38"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.86,A,500,999,0.82,A,1000,4999,0.77,A,5000,10000,0.67,A
Hub,359BLUE/BLK,Turquoise with Black Ink,Turquoise with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359GOLD/BLK,Sun Gold with Black Ink,Sun Gold with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359ORA/BLK,Burnt Orange with Black Ink,Burnt Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359PUR/BLK,Berry Purple with Black Ink,Berry Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,359RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,361,Translucent Stick Pen,"Economical stick pen in vivid translucent colors. Ridged ribs for writing
comfort. Large imprint area. Smooth black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 2"" W x 0.75"" H Barrel
Tip Type: Ballpoint
Mechanism: Pull Cap
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.35,A,500,999,0.34,A,1000,4999,0.33,A,5000,10000,0.32,A
Hub,361BLUE/BLK,Translucent Blue with Black Ink,Translucent Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,361GRN/BLK,Translucent Green with Black Ink,Translucent Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,361PUR/BLK,Translucent Purple with Black Ink,Translucent Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,361RED/BLK,Translucent Red with Black Ink,Translucent Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,365,"Simpatico™ Pen (Pat #D835,720)","Appealing wavy accents combine with a sculpted ribbon look clip perfect for
awareness campaigns. Hourglass shape and textured rubber grip for writing
comfort. Smooth writing blue ink. Patent number D835,720.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.5"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=365/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.69,A,500,999,0.64,A,1000,4999,0.59,A,5000,10000,0.54,A
Hub,365BLUE/BLUE,Sky Blue with Blue Ink,Sky Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,365GRN/BLUE,Lime Green with Blue Ink,Lime Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,365PINK/BLUE,Pink with Blue Ink,Pink with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,365RED/BLUE,Red with Blue Ink,Red with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,365YEL/BLUE,Yellow with Blue Ink,Yellow with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,372,Spartano™ Pen,"Classically styled with unique shining silver accents. Rich shimmering metallics
contrast with matte black and bold silver trim. Ergonomic shape and jumbo grip
provide exceptional writing comfort. Executive pen looks at a budget friendly
price.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.75"" W x 0.63"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.79,A,500,999,0.71,A,1000,4999,0.64,A,5000,10000,0.57,A
Hub,372BLUE/BLK,Sapphire Blue with Black Ink,Sapphire Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,372GRN/BLK,Emerald Green with Black Ink,Emerald Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,372PUR/BLK,Regal Purple with Black Ink,Regal Purple with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,372RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,374,X2 Blanco Pen,"Experience extreme writing enjoyment with this ultra-modern pen. A sleek white
barrel is accented by vivid trim while grooved grippers and hybrid ink increase
writing enjoyment.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.75"" W x 0.5"" H Barrel
Full Color:
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=374/]
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.84,A,500,999,0.79,A,1000,4999,0.75,A,5000,10000,0.69,A
Hub,374BLK/BLK,White-Black with Black Ink,White-Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,374BLUE/BLK,White-Blue with Black Ink,White-Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,374GRN/BLK,White-Green with Black Ink,White-Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,374RED/BLK,White-Red with Black Ink,White-Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,378,Sprite™ Pen,"Five attention-getting colors with black and chrome accents combine with a clean
crisp white barrel that makes your imprint pop. Super smooth writing black ink
and unique grip make writing a joy.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.61,A,500,999,0.59,A,1000,4999,0.57,A,5000,10000,0.54,A
Hub,378BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,378GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,378ORA/BLK,Neon Orange with Black Ink,Neon Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,378PINK/BLK,Hot Pink with Black Ink,Hot Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,378RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,379,Paradiso Pen,"Crisp white barrels with contemporary styled trim in vivid brights and chrome.
Ribbed pillow grip for writing comfort. Smooth writing black ink.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.88"" W x 0.5"" H Barrel
Full Color: 2"" W x 0.25"" H Full Color Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.89,A,500,999,0.79,A,1000,4999,0.69,A,5000,10000,0.59,A
Hub,379BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,379GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,379ORA/BLK,Orange with Black Ink,Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
